fullname,price,new_price,year,sellertype,kmdriven,ownertype,fueltype,transmissiontype,mileage,enginecc,maxpowerbhp,seats,pricelakh,price_old
Maruti Vitara Brezza VDi Option,660000,null,2016,Dealer,68000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Medium Range,6.6
Hyundai i20 Sportz 1.4 CRDi,310000,9.26-12.19,2013,Individual,70000,First Owner,Diesel,Manual,21.9,1396,88.76,5,Lower Range,3.1
Hyundai Verna 1.6 CRDi SX,860000,13.62-19.13,2017,Dealer,36000,First Owner,Diesel,Manual,23.9,1582,126.2,5,Higher Range,8.6
Maruti Swift Dzire VDI,650000,null,2017,Individual,80000,First Owner,Diesel,Manual,28.4,1248,74.02,5,Medium Range,6.5
Volkswagen Passat Diesel Comfortline 2.0 TDI,950000,null,2013,Dealer,92098,First Owner,Diesel,Manual,18.33,1968,167.7,5,Higher Range,9.5
Skoda Rapid 1.5 TDI AT Style BSIV,1045000,null,2018,Dealer,62600,First Owner,Diesel,Automatic,21.72,1498,108.6,5,Higher Range,10.45
Hyundai Grand i10 1.2 Kappa Magna BSIV,415000,6.48-6.57,2017,Dealer,55000,First Owner,Petrol,Manual,18.9,1197,81.86,5,Medium Range,4.15
Maruti Swift LDI,405000,null,2015,Dealer,76448,First Owner,Diesel,Manual,22.9,1248,74,5,Lower Range,4.05
Maruti Ciaz ZXi,545000,9.95-13.51,2014,Dealer,48000,First Owner,Petrol,Manual,20.73,1373,91.1,5,Medium Range,5.45
Volkswagen Vento 1.5 TDI Highline,575000,null,2015,Dealer,76000,First Owner,Diesel,Manual,20.34,1498,103.2,5,Medium Range,5.75
Honda Amaze VX Diesel BSIV,750000,8.95-11.86,2018,Individual,40000,First Owner,Diesel,Manual,27.4,1498,98.63,5,Medium Range,7.5
Hyundai i20 Magna 1.2,430000,7.70-12.78,2015,Individual,42000,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,4.3
Maruti Ritz LXI,335000,null,2009,Individual,40000,First Owner,Petrol,Manual,21.1,1197,85.8,5,Lower Range,3.35
Toyota Etios Liva 1.4 GD,575000,null,2017,Dealer,41100,First Owner,Diesel,Manual,23.59,1364,67.04,5,Medium Range,5.75
Honda Jazz VX,675000,9.20-11.83,2016,Dealer,52062,First Owner,Petrol,Manual,18.2,1199,88.7,5,Medium Range,6.75
Ford Ecosport 1.5 DV5 MT Titanium,685000,10.77-14.59,2014,Dealer,56017,First Owner,Diesel,Manual,22.7,1498,89.84,5,Medium Range,6.85
Hyundai Creta 1.6 E Plus,995000,11.58-20.53,2018,Individual,10000,First Owner,Petrol,Manual,15.8,1591,121.3,5,Higher Range,9.95
Mercedes-Benz C-Class C 220 CDI Sport Edition,1450000,54.32-67.87,2012,Dealer,77000,First Owner,Diesel,Automatic,14.84,2143,167.62,5,Higher Range,14.5
Mahindra Xylo D2 BSIV,300000,null,2013,Individual,120000,First Owner,Diesel,Manual,14,2489,95,8,Lower Range,3
Maruti Ertiga SHVS ZDI,900000,null,2016,Individual,135000,First Owner,Diesel,Manual,24.52,1248,88.5,7,Higher Range,9
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,1920000,21.31-31.07,2018,Individual,18000,First Owner,Diesel,Manual,13.68,2393,147.8,8,Higher Range,19.2
Mercedes-Benz C-Class 200 Kompressor,650000,48.86-1.64 ,2009,Dealer,66001,First Owner,Petrol,Manual,11.7,1796,178,5,Medium Range,6.5
Maruti Swift Dzire Regal,390000,6.92-10.32,2013,Individual,100000,First Owner,Petrol,Manual,19.1,1197,85.8,5,Lower Range,3.9
Honda City V CVT,1160000,null,2019,Dealer,9600,First Owner,Petrol,Automatic,17.4,1497,117.6,5,Higher Range,11.6
BMW 5 Series 530d Highline,695000,76.04-85.24,2009,Dealer,70000,First Owner,Diesel,Automatic,11.5,2993,235,5,Medium Range,6.95
Hyundai i10 Sportz 1.1L,375000,null,2017,Individual,9000,First Owner,Petrol,Manual,19.81,1086,68.05,5,Lower Range,3.75
Mahindra XUV300 W8,975000,9.91-14.15,2019,Dealer,13921,First Owner,Petrol,Manual,17,1197,108.6,5,Higher Range,9.75
Maruti Swift VDI BSIV,580000,null,2015,Individual,120000,First Owner,Diesel,Manual,25.2,1248,74,5,Medium Range,5.8
Maruti Vitara Brezza VDi Option,720000,null,2017,Individual,40000,First Owner,Diesel,Manual,24.3,1248,88.5,5,Medium Range,7.2
Maruti Celerio Green VXI,411000,6.39-6.45,2016,Dealer,48129,First Owner,CNG,Manual,31.79,998,58.2,5,Lower Range,4.11
Maruti Swift Dzire Tour LXI,340000,6.32-6.37,2016,Individual,189000,First Owner,Petrol,Manual,19,1197,85.8,5,Lower Range,3.4
Hyundai Creta 1.6 CRDi AT SX Plus,1421000,12.33-20.82,2018,Dealer,65000,First Owner,Diesel,Automatic,17.01,1582,126.2,5,Higher Range,14.21
Mahindra E Verito D2,1197000,13.39-13.77,2019,Individual,18281,First Owner,Electric,Automatic,null,72,41.57,5,Higher Range,11.97
Ford Fiesta Classic 1.4 Duratorq CLXI,395000,null,2012,Dealer,52000,First Owner,Diesel,Manual,17.8,1399,67,5,Lower Range,3.95
Renault Triber RXZ BSIV,725000,6.48-9.15,2019,Dealer,11000,First Owner,Petrol,Manual,20,999,72,7,Medium Range,7.25
Toyota Fortuner 4x2 AT,2800000,39.12-45.22,2017,Dealer,150000,First Owner,Diesel,Automatic,12.55,2982,168.5,7,Higher Range,28
Mahindra XUV500 W6 2WD,950000,17.32-24.37,2014,Individual,178000,First Owner,Diesel,Manual,15.1,2179,140,7,Higher Range,9.5
Hyundai Grand i10 AT Asta,550000,7.33-7.71,2015,Dealer,66916,First Owner,Petrol,Automatic,18.9,1197,82,5,Medium Range,5.5
Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,1850000,21.31-31.07,2016,Dealer,56875,First Owner,Diesel,Manual,13.68,2393,147.8,7,Higher Range,18.5
Hyundai i20 Asta 1.4 CRDi,695000,9.88-13.35,2014,Individual,70000,First Owner,Diesel,Manual,22.54,1396,88.73,5,Medium Range,6.95
Mahindra Thar CRDe,995000,15.78-18.07,2018,Dealer,21219,First Owner,Diesel,Manual,16.55,2498,105,6,Higher Range,9.95
Hyundai EON Magna Plus,325000,null,2017,Individual,70000,First Owner,Petrol,Manual,21.1,814,55.2,5,Lower Range,3.25
Maruti Swift ZXI Plus,700000,6.29-9.14,2019,Individual,11320,First Owner,Petrol,Manual,21.21,1197,81.8,5,Medium Range,7
Hyundai Santro Xing GLS,215000,null,2009,Individual,68000,First Owner,Petrol,Manual,17.92,1086,62.1,5,Lower Range,2.15
Volkswagen Polo GT TSI,650000,6.95-11.43,2014,Individual,53776,First Owner,Petrol,Automatic,17.21,1197,103.6,5,Medium Range,6.5
Volkswagen Vento 1.6 Highline BSIV,249000,10.12-16.08,2010,Dealer,59000,First Owner,Petrol,Manual,16.09,1598,103.2,5,Lower Range,2.49
Hyundai Creta 1.4 CRDi S Plus,800000,11.49-19.93,2015,Individual,70000,First Owner,Diesel,Manual,21.38,1396,88.7,5,Medium Range,8
Maruti Ertiga VXI CNG,645000,10.23,2015,Dealer,77000,First Owner,CNG,Manual,17.5,1373,80.46,7,Medium Range,6.45
Hyundai Getz 1.1 GVS Option,190000,null,2007,Dealer,90000,First Owner,Petrol,Manual,12.3,1086,66.6,5,Lower Range,1.9
Mercedes-Benz GL-Class 220d 4MATIC Sport,2975000,null,2017,Dealer,38000,First Owner,Diesel,Automatic,17.9,2143,170,5,Higher Range,29.75
Hyundai Grand i10 1.2 Kappa Sportz BSIV,555000,7.33-7.71,2017,Dealer,47000,First Owner,Petrol,Manual,18.9,1197,81.86,5,Medium Range,5.55
Maruti Ertiga VDI,780000,null,2015,Individual,70000,First Owner,Diesel,Manual,20.77,1248,88.76,7,Medium Range,7.8
Mahindra KUV 100 mFALCON G80 K4 5str,350000,6.51-8.49,2017,Individual,35000,First Owner,Petrol,Manual,18.15,1198,82,5,Lower Range,3.5
Maruti Swift Dzire AMT VXI BS IV,660000,6.62-9.86,2019,Individual,10000,First Owner,Petrol,Automatic,22,1197,81.8,5,Medium Range,6.6
Skoda Superb LK 1.8 TSI AT,2375000,null,2017,Dealer,8000,First Owner,Petrol,Automatic,14.67,1798,177.46,5,Higher Range,23.75
Honda City i-VTEC CVT ZX,1125000,12.68-16.80,2018,Dealer,26000,First Owner,Petrol,Automatic,18,1497,117.6,5,Higher Range,11.25
Honda Brio E MT,350000,null,2014,Dealer,34000,First Owner,Petrol,Manual,19.4,1198,86.8,5,Lower Range,3.5
Toyota Platinum Etios 1.4 GD,675000,null,2018,Dealer,66384,First Owner,Diesel,Manual,23.59,1364,67.05,5,Medium Range,6.75
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,1755000,20.73-30.10,2016,Dealer,85000,First Owner,Diesel,Automatic,11.36,2755,171.5,7,Higher Range,17.55
Maruti Wagon R LXI CNG,415000,6.10-6.18,2017,Dealer,66628,First Owner,CNG,Manual,26.6,998,58.16,5,Medium Range,4.15
Maruti Wagon R VXI Minor,245000,null,2010,Dealer,81133,First Owner,Petrol,Manual,18.9,1061,67,5,Lower Range,2.45
Chevrolet Spark 1.0 LT,110000,null,2008,Individual,46000,First Owner,Petrol,Manual,18,995,62,5,Lower Range,1.1
Maruti Baleno Zeta CVT,875000,7.40-11.22,2020,Dealer,2441,First Owner,Petrol,Automatic,19.56,1197,81.8,5,Higher Range,8.75
Honda Amaze S i-VTEC,500000,7.24-10.24,2017,Individual,40000,First Owner,Petrol,Manual,17.8,1198,86.7,5,Medium Range,5
Mercedes-Benz GL-Class 220d 4MATIC Sport,4950000,78.93,2018,Dealer,10000,First Owner,Diesel,Automatic,17.9,2143,170,5,Higher Range,49.5
Maruti Wagon R VXI BS IV,275000,5.56-7.47,2011,Individual,120000,First Owner,Petrol,Manual,18.9,998,67.1,5,Lower Range,2.75
Honda Amaze S Petrol,475000,7.54-10.66,2015,Dealer,42012,First Owner,Petrol,Manual,18.6,1199,88.76,5,Medium Range,4.75
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,1685000,null,2016,Dealer,120000,First Owner,Diesel,Automatic,11.36,2755,171.5,7,Higher Range,16.85
Maruti SX4 S Cross DDiS 200 Sigma,600000,null,2017,Individual,60000,First Owner,Diesel,Manual,23.65,1248,88.5,5,Medium Range,6
Hyundai i20 Asta 1.4 CRDi,650000,null,2015,Individual,70000,First Owner,Diesel,Manual,22.54,1396,88.73,5,Medium Range,6.5
Renault Duster 110PS Diesel RxL,315000,null,2013,Dealer,54000,First Owner,Diesel,Manual,19.64,1461,108.45,5,Lower Range,3.15
Maruti Swift VXI,450000,6.51-9.43,2014,Dealer,85195,First Owner,Petrol,Manual,18.6,1197,85.8,5,Medium Range,4.5
Maruti Alto 800 LXI,210000,3.35-4.49,2013,Individual,25000,First Owner,Petrol,Manual,22.74,796,47.3,5,Lower Range,2.1
Renault Triber RXZ BSIV,654000,5.97-8.71,2019,Individual,15000,First Owner,Petrol,Manual,20,999,72,7,Medium Range,6.54
Mercedes-Benz M-Class ML 350 CDI,1895000,null,2012,Dealer,79000,First Owner,Diesel,Automatic,11.74,2987,254.8,5,Higher Range,18.95
Renault Fluence Diesel E4,475000,null,2013,Dealer,55000,First Owner,Diesel,Manual,21.8,1461,78,5,Medium Range,4.75
Hyundai Santro Xing GL,130000,null,2010,Individual,200000,First Owner,Petrol,Manual,null,1086,62,5,Lower Range,1.3
Maruti Dzire ZXI Plus,760000,7.04-10.46,2017,Dealer,18767,First Owner,Petrol,Manual,23.26,1197,88.5,5,Medium Range,7.6
Volkswagen Vento 1.5 TDI Highline BSIV,345000,null,2013,Dealer,57000,First Owner,Diesel,Manual,22.27,1498,108.6,5,Lower Range,3.45
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,4500000,null,2016,Dealer,60696,First Owner,Diesel,Automatic,11.3,2987,254.8,7,Higher Range,45
Maruti Ciaz VXi,655000,9.95-13.51,2017,Dealer,27400,First Owner,Petrol,Manual,20.73,1373,91.1,5,Medium Range,6.55
Kia Seltos HTX IVT G,1400000,10.95-19.36,2019,Individual,15000,First Owner,Petrol,Automatic,16.8,1497,113.4,5,Higher Range,14
Hyundai Verna VTVT 1.6 SX,910000,10.56-16.45,2018,Dealer,22000,First Owner,Petrol,Manual,17,1591,121.3,5,Higher Range,9.1
Toyota Innova 2.5 VX (Diesel) 8 Seater,1400000,null,2015,Individual,50000,First Owner,Diesel,Manual,12.99,2494,100.6,8,Higher Range,14
Maruti Swift VXi BSIV,435000,6.41-9.31,2014,Dealer,44651,First Owner,Petrol,Manual,16.1,1197,85,5,Medium Range,4.35
Force Gurkha Hard Top BS3 4WD,700000,10,2016,Individual,60000,First Owner,Diesel,Manual,17,2596,80.8,5,Medium Range,7
Toyota Fortuner 2016-2021 2.8 2WD AT,3650000,null,2020,Dealer,6300,First Owner,Diesel,Automatic,12.9,2755,174.5,7,Higher Range,36.5
Renault Lodgy 110PS RxL 7 Seater,550000,null,2015,Individual,80000,First Owner,Diesel,Manual,19.98,1461,108.5,7,Medium Range,5.5
Maruti Wagon R LXI CNG,390000,6.09-6.17,2015,Dealer,64000,First Owner,CNG,Manual,26.2,998,58.2,5,Lower Range,3.9
Maruti Swift Dzire VDI,475000,null,2013,Individual,90000,First Owner,Diesel,Manual,23.4,1248,74,5,Medium Range,4.75
Ford Figo Diesel Titanium,250000,8.75-9.25,2011,Individual,50000,First Owner,Diesel,Manual,20,1399,68,5,Lower Range,2.5
Maruti Swift 1.3 VXi,350000,6.83-9.86,2009,Dealer,60000,First Owner,Petrol,Manual,16.1,null,null,null,Lower Range,3.5
Tata Sumo EX 10/7 Str BSIII,370000,null,2011,Individual,111821,First Owner,Diesel,Manual,12.2,1948,68,10,Lower Range,3.7
Hyundai i10 Era,155000,null,2010,Individual,45000,First Owner,Petrol,Manual,19.81,1086,68.05,5,Lower Range,1.55
Maruti Baleno Zeta,700000,7.10-10.89,2019,Individual,25000,First Owner,Petrol,Manual,21.01,1197,81.8,5,Medium Range,7
Land Rover Discovery Sport 2015-2020 SD4 HSE Luxury 7S,2700000,null,2016,Individual,104000,First Owner,Diesel,Automatic,12.51,2179,187.7,7,Higher Range,27
Maruti Swift Dzire VXI 1.2 BS IV,740000,7.36-10.90,2018,Dealer,30000,First Owner,Petrol,Manual,22,1197,81.8,5,Medium Range,7.4
Hyundai Creta 1.6 CRDi SX Option,1115000,12.32-20.80,2016,Dealer,55000,First Owner,Diesel,Manual,19.67,1582,126.2,5,Higher Range,11.15
Honda Jazz 1.5 V i DTEC,600000,null,2015,Individual,80000,First Owner,Diesel,Manual,27.3,1498,98.6,5,Medium Range,6
Audi A3 35 TDI Technology,1650000,null,2015,Individual,58000,First Owner,Diesel,Automatic,20.38,1968,143,5,Higher Range,16.5
Maruti Swift VDI,650000,null,2018,Dealer,54100,First Owner,Diesel,Manual,22.9,1248,74,5,Medium Range,6.5
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,800000,9.88-13.35,2017,Individual,35000,First Owner,Diesel,Manual,22.54,1396,88.73,5,Medium Range,8
Honda City 2017-2020 EXi,120000,12.90-16.99,2006,Dealer,55000,First Owner,Petrol,Manual,17.7,1497,78,5,Lower Range,1.2
Hyundai Santro Asta BSIV,600000,5.63-7.69,2019,Dealer,5000,First Owner,Petrol,Manual,20.3,1086,68,5,Medium Range,6
Honda City i-VTEC S,800000,13.62-18.06,2018,Individual,70000,First Owner,Petrol,Manual,17.4,1497,117.3,5,Medium Range,8
Hyundai i10 Sportz,264000,null,2011,Dealer,30215,First Owner,Petrol,Manual,20.36,1197,78.9,5,Lower Range,2.64
Datsun RediGO 1.0 S,300000,4.00-6.32,2018,Individual,10400,First Owner,Petrol,Manual,22.5,999,67,5,Lower Range,3
Maruti Swift Dzire VXI 1.2 BS IV,460000,7.15-10.66,2014,Dealer,56930,First Owner,Petrol,Manual,22,1197,81.8,5,Medium Range,4.6
Audi A4 2.0 TDI 177 Bhp Premium Plus,1345000,null,2012,Dealer,68370,First Owner,Diesel,Automatic,17.11,1968,174.33,5,Higher Range,13.45
Maruti Baleno Alpha 1.3,850000,null,2019,Individual,23000,First Owner,Diesel,Manual,27.39,1248,74,5,Higher Range,8.5
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,550000,null,2016,Dealer,50000,First Owner,Diesel,Manual,25.32,1198,77,5,Medium Range,5.5
Ford Aspire 1.5 TDCi Titanium,507000,10.30-10.72,2016,Individual,130000,First Owner,Diesel,Manual,25.83,1498,99,5,Medium Range,5.07
Maruti Alto K10 VXI,350000,null,2017,Trustmark Dealer,11614,First Owner,Petrol,Manual,23.95,998,67.05,5,Lower Range,3.5
Maruti Zen Estilo 1.1 LXI BSIII,100000,null,2007,Individual,27930,First Owner,Petrol,Manual,18.2,1061,64,5,Lower Range,1
Renault KWID RXL,425000,null,2019,Dealer,23000,First Owner,Petrol,Manual,25.17,799,53.3,5,Medium Range,4.25
Maruti Swift Dzire ZDi,475000,null,2015,Dealer,72000,First Owner,Diesel,Manual,19.3,1248,73.9,5,Medium Range,4.75
Maruti Zen LXI,115000,null,2004,Individual,120000,First Owner,Petrol,Manual,17.3,993,60,5,Lower Range,1.15
Mahindra TUV 300 T8,775000,null,2016,Dealer,65000,First Owner,Diesel,Manual,18.49,1493,100,7,Medium Range,7.75
Hyundai i20 Magna 1.2,590000,null,2016,Dealer,42472,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,5.9
Mahindra Bolero B6,675000,9.00-10.53,2017,Dealer,65000,First Owner,Diesel,Manual,21,1498,74.96,7,Medium Range,6.75
Maruti Celerio ZXI AT,470000,5.55-7.00,2016,Dealer,62000,First Owner,Petrol,Automatic,23.1,998,67.04,5,Medium Range,4.7
Honda Amaze EX i-Dtech,450000,9.25-12.02,2014,Individual,170000,First Owner,Diesel,Manual,25.8,1498,98.6,5,Medium Range,4.5
Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,1195000,9.34-16.62,2018,Dealer,9570,First Owner,Petrol,Automatic,14.3,1598,103.2,5,Higher Range,11.95
BMW 7 Series 740Li Sedan,750000,null,2008,Dealer,68000,First Owner,Petrol,Automatic,8.45,2979,321,5,Medium Range,7.5
Nissan Micra Active XV,460000,null,2017,Dealer,12164,First Owner,Petrol,Manual,19.69,1198,67.04,5,Medium Range,4.6
Tata Nano Twist XT,190000,null,2015,Dealer,29327,First Owner,Petrol,Manual,25.4,624,37.5,4,Lower Range,1.9
BMW X5 xDrive 30d,6350000,95.97-1.09 ,2018,Dealer,15000,First Owner,Diesel,Automatic,15.3,2993,258,5,Expensive,63.5
Toyota Innova 2.5 VX (Diesel) 7 Seater,930000,null,2014,Individual,145000,First Owner,Diesel,Manual,12.99,2494,100.6,7,Higher Range,9.3
Maruti Celerio VXI,345000,5.26-6.60,2014,Dealer,40860,First Owner,Petrol,Manual,21.63,998,67.04,5,Lower Range,3.45
Maruti Alto 800 LXI,225000,3.60-4.80,2013,Dealer,95011,First Owner,Petrol,Manual,22.74,796,47.3,5,Lower Range,2.25
Mercedes-Benz B Class B180 CDI,1495000,null,2014,Dealer,44500,First Owner,Diesel,Automatic,14.8,2143,120.7,5,Higher Range,14.95
Maruti Wagon R LX BSIII,80000,5.11-6.79,2006,Individual,90000,First Owner,Petrol,Manual,17.3,1061,64,5,Lower Range,0.8
Hyundai i10 Magna 1.1L,310000,null,2014,Dealer,36971,First Owner,Petrol,Manual,19.81,1086,68.05,5,Lower Range,3.1
Hyundai Santro Xing XL eRLX Euro III,70000,null,2005,Individual,80000,First Owner,Petrol,Manual,17,1086,null,5,Lower Range,0.7
Hyundai Creta 1.4 CRDi S,900000,13.39-22.29,2015,Individual,35000,First Owner,Diesel,Manual,21.38,1396,88.7,5,Higher Range,9
Renault Duster Petrol RXS CVT,1155000,12.22-17.96,2018,Dealer,48133,First Owner,Petrol,Automatic,14.99,1498,104.5,5,Higher Range,11.55
Ford Figo 1.5D Trend MT,575000,null,2016,Dealer,26488,First Owner,Diesel,Manual,25.83,1498,99,5,Medium Range,5.75
Honda Amaze E i-Dtech,455000,9.18-11.77,2015,Dealer,71572,First Owner,Diesel,Manual,25.8,1498,98.6,5,Medium Range,4.55
Renault KWID Climber 1.0 AMT,472000,4.17-6.85,2020,Individual,5000,First Owner,Petrol,Automatic,24.04,999,67,5,Medium Range,4.72
Maruti Ciaz Delta Diesel,600000,null,2017,Individual,110000,First Owner,Diesel,Manual,28.09,1248,88.5,5,Medium Range,6
Maruti Ertiga SHVS ZDI,800000,null,2016,Individual,132000,First Owner,Diesel,Manual,24.52,1248,88.5,7,Medium Range,8
Audi Q3 2015-2017 30 TDI,2499000,null,2017,Dealer,48000,First Owner,Diesel,Manual,17.32,1968,138.13,5,Higher Range,24.99
Ford Figo Diesel LXI,230000,8.82-9.33,2011,Individual,60000,First Owner,Diesel,Manual,20,1399,68,5,Lower Range,2.3
Hyundai Creta 1.6 CRDi AT SX Plus,900000,12.33-20.82,2015,Dealer,69000,First Owner,Diesel,Automatic,17.01,1582,126.2,5,Higher Range,9
Skoda Kodiaq 2.0 TDI Style,3200000,null,2019,Dealer,39000,First Owner,Diesel,Automatic,16.25,1968,148,7,Higher Range,32
Maruti Ciaz Alpha Automatic BSIV,875000,9.68-13.36,2018,Dealer,20360,First Owner,Petrol,Automatic,20.28,1462,103.25,5,Higher Range,8.75
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,1700000,null,2016,Individual,87000,First Owner,Diesel,Manual,13.68,2393,147.8,7,Higher Range,17
Audi A4 35 TDI Premium,780000,null,2011,Dealer,100000,First Owner,Diesel,Automatic,17.11,1968,174.33,5,Medium Range,7.8
Hyundai Grand i10 1.2 Kappa Sportz BSIV,525000,7.06-7.42,2018,Dealer,11300,First Owner,Petrol,Manual,18.9,1197,81.86,5,Medium Range,5.25
Tata Hexa XT,1495000,14.1,2019,Dealer,42187,First Owner,Diesel,Manual,17.6,2179,153.86,7,Higher Range,14.95
Hyundai Grand i10 Asta,450000,7.33-7.71,2013,Dealer,23135,First Owner,Petrol,Manual,18.9,1197,82,5,Medium Range,4.5
BMW 7 Series 730Ld,465000,1.62,2007,Dealer,60000,First Owner,Diesel,Automatic,14.49,2993,258,5,Medium Range,4.65
Maruti A Star AT VXI,365000,null,2013,Dealer,42500,First Owner,Petrol,Automatic,16.98,998,66.1,5,Lower Range,3.65
Toyota Etios GD,432000,null,2014,Dealer,92104,First Owner,Diesel,Manual,23.59,1364,67.04,5,Medium Range,4.32
Toyota Corolla Altis G AT,1100000,null,2016,Dealer,70000,First Owner,Petrol,Automatic,14.28,1798,138.03,5,Higher Range,11
Maruti Alto 800 CNG LXI,290000,5.02-5.06,2017,Dealer,45000,First Owner,CNG,Manual,33.44,796,40.3,4,Lower Range,2.9
Maruti Ertiga ZDI,725000,null,2014,Individual,120000,First Owner,Diesel,Manual,20.77,1248,88.8,7,Medium Range,7.25
Honda City 1.5 EXI,225000,12.25-16.27,2005,Individual,60000,First Owner,Petrol,Manual,13,1493,100,5,Lower Range,2.25
Audi Q3 2.0 TDI Quattro Premium Plus,1450000,null,2014,Dealer,58000,First Owner,Diesel,Automatic,15.73,1968,174.33,5,Higher Range,14.5
Toyota Innova 2.5 V Diesel 7-seater,950000,null,2014,Dealer,50000,First Owner,Diesel,Manual,12.8,2494,102,7,Higher Range,9.5
BMW 5 Series 520d Luxury Line,3800000,78.37-87.92,2016,Dealer,24000,First Owner,Diesel,Automatic,18.12,1995,190,5,Higher Range,38
Maruti Eeco 5 Seater AC,450000,null,2019,Dealer,7557,First Owner,Petrol,Manual,16.11,1196,72.42,5,Medium Range,4.5
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,625000,null,2016,Individual,40000,First Owner,Petrol,Manual,17,1198,74,5,Medium Range,6.25
Mahindra Quanto C6,300000,null,2013,Dealer,72000,First Owner,Diesel,Manual,17.21,1493,100,7,Lower Range,3
Ford Figo Diesel ZXI,280000,9.28-9.81,2015,Individual,120000,First Owner,Diesel,Manual,20,1399,68.05,5,Lower Range,2.8
Honda Amaze S i-VTEC,530000,7.06-9.98,2018,Individual,20000,First Owner,Petrol,Manual,17.8,1198,86.7,5,Medium Range,5.3
Hyundai i20 Magna 1.2,550000,8.22-13.62,2015,Dealer,44726,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,5.5
Mahindra NuvoSport N8 AMT,550000,null,2016,Individual,120000,First Owner,Diesel,Automatic,17.45,1493,100,7,Medium Range,5.5
Mahindra Scorpio S10 7 Seater,1070000,15.19-19.71,2016,Dealer,63452,First Owner,Diesel,Manual,15.4,2179,120,7,Higher Range,10.7
Hyundai Verna VTVT 1.6 AT SX Option,1225000,10.27-15.87,2019,Dealer,45000,First Owner,Petrol,Automatic,17,1591,121.3,5,Higher Range,12.25
Maruti Ciaz ZDi Plus,685000,null,2015,Dealer,48000,First Owner,Diesel,Manual,26.21,1248,88.5,5,Medium Range,6.85
Ford Figo Diesel EXI,220000,8.83-9.34,2012,Dealer,60000,First Owner,Diesel,Manual,20,1399,68,5,Lower Range,2.2
Mahindra Scorpio SLE BSIII,545000,16.42-21.21,2009,Dealer,65000,First Owner,Diesel,Manual,12.05,2179,120,8,Medium Range,5.45
Hyundai i20 Asta Option 1.2,585000,null,2015,Dealer,42000,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,5.85
Maruti Swift VXI,448000,6.41-9.31,2015,Dealer,52000,First Owner,Petrol,Manual,21.21,1197,81.8,5,Medium Range,4.48
Honda City i VTEC CVT SV,825000,13.62-18.06,2014,Individual,30000,First Owner,Petrol,Automatic,18,1497,117.3,5,Medium Range,8.25
